Country Name,Country Code,Series,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Lithuania,LTU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,19385.2025430348,20254.6249929894,..,..
Lithuania,LTU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,12572.7958552092,12929.549478812,..,..
Lithuania,LTU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,19385.2025430348,20254.6249929894,..,..
Lithuania,LTU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Low & middle income,LMY,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Low & middle income,LMY,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Low & middle income,LMY,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Low & middle income,LMY,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Low & middle income,LMY,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Low & middle income,LMY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Low & middle income,LMY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,739109387,737574066,738301699,..,..
Low income,LIC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Low income,LIC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Low income,LIC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Low income,LIC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Low income,LIC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Low income,LIC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Low income,LIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,153195113,154574335,157459169,..,..
Lower middle income,LMC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Lower middle income,LMC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Lower middle income,LMC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Lower middle income,LMC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Lower middle income,LMC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Lower middle income,LMC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Lower middle income,LMC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,483728719,480292198,480574961,..,..
Luxembourg,LUX,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,476.769406208825,..,..
Luxembourg,LUX,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Luxembourg,LUX,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,79551.2495904031,84320.136096104,..,..
Luxembourg,LUX,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,70192.2790503556,74400.1200847976,..,..
Luxembourg,LUX,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,70192.2790503556,74400.1200847976,..,..
Luxembourg,LUX,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,79551.2495904031,84320.136096104,..,..
Luxembourg,LUX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
"Macao SAR, China",MAC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,543.585733723951,..,..
"Macao SAR, China",MAC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1396.97814,1365.14699,..,..,..
"Macao SAR, China",MAC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Macao SAR, China",MAC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Macao SAR, China",MAC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Macao SAR, China",MAC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Macao SAR, China",MAC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,18522,..,..,..,..
Madagascar,MDG,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Madagascar,MDG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,318.39514,..,391.4274,..,..
Madagascar,MDG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Madagascar,MDG,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Madagascar,MDG,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Madagascar,MDG,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Madagascar,MDG,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,3925972,..,..
Malawi,MWI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Malawi,MWI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,302.63626,219.02354,297.19043,..,..
Malawi,MWI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Malawi,MWI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Malawi,MWI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Malawi,MWI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Malawi,MWI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Malaysia,MYS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,437.61807367156,..,..
Malaysia,MYS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,14315.43216,14919.34833,16068.88366,..,..
Malaysia,MYS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Malaysia,MYS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Malaysia,MYS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Malaysia,MYS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Malaysia,MYS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,1441790,1160486,1233916,..,..
Maldives,MDV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Maldives,MDV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,179.53189,..,..,..,..
Maldives,MDV,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Maldives,MDV,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Maldives,MDV,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Maldives,MDV,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Maldives,MDV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,9047,..,..,..,..
Mali,MLI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mali,MLI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,433.78,580.88689,..,..,..
Mali,MLI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mali,MLI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mali,MLI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mali,MLI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mali,MLI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,6422140,..,..
Malta,MLT,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,456.590322781799,..,..
Malta,MLT,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Malta,MLT,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Malta,MLT,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Malta,MLT,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Malta,MLT,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Malta,MLT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,20697,..,..
Marshall Islands,MHL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Marshall Islands,MHL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Marshall Islands,MHL,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Marshall Islands,MHL,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Marshall Islands,MHL,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Marshall Islands,MHL,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Marshall Islands,MHL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Mauritania,MRT,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mauritania,MRT,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,124.39543,..,..,..,..
Mauritania,MRT,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mauritania,MRT,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mauritania,MRT,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mauritania,MRT,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mauritania,MRT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,1189674,..,..,..
Mauritius,MUS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mauritius,MUS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,586.20463,614.45224,641.03546,..,..
Mauritius,MUS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mauritius,MUS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mauritius,MUS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mauritius,MUS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mauritius,MUS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,69889,..,90364,..,..
Mayotte,MYT,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mayotte,MYT,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Mayotte,MYT,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mayotte,MYT,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mayotte,MYT,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mayotte,MYT,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mayotte,MYT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Mexico,MEX,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,419.204719582484,..,..
Mexico,MEX,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,52919.54655,..,..,..,..
Mexico,MEX,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,49285.9875672712,50775.4995241176,..,..
Mexico,MEX,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,19893.4352600088,20851.4776702642,..,..
Mexico,MEX,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,19893.4352600088,20851.4776702642,..,..
Mexico,MEX,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,25400.8619970796,26560.2111074091,..,..
Mexico,MEX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,4598553,4570221,4272530,..,..
"Micronesia, Fed. Sts.",FSM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Middle East & North Africa,MEA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Middle East & North Africa,MEA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Middle East & North Africa,MEA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Middle East & North Africa,MEA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Middle East & North Africa,MEA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Middle East & North Africa,MEA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Middle East & North Africa,MEA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,67002612,65543742,66191281,..,..
Middle East & North Africa (excluding high income),MNA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,64193775,62798073,63482540,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,64107665,62711228,63389196,..,..
Middle income,MIC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Middle income,MIC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Middle income,MIC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Middle income,MIC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Middle income,MIC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Middle income,MIC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Middle income,MIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,585914274,582999731,580842531,..,..
Moldova,MDA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,428.485266806617,..,..
Moldova,MDA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,452.68472,543.28962,623.25224,..,..
Moldova,MDA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Moldova,MDA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Moldova,MDA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Moldova,MDA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Moldova,MDA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Monaco,MCO,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Monaco,MCO,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,88.6813,93.53138,..,..,..
Monaco,MCO,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Monaco,MCO,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Monaco,MCO,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Monaco,MCO,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Monaco,MCO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Mongolia,MNG,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mongolia,MNG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,579.54054,467.1527,..,..,..
Mongolia,MNG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mongolia,MNG,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mongolia,MNG,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mongolia,MNG,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mongolia,MNG,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,34789,..,..
Montenegro,MNE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,415.172231156272,..,..
Montenegro,MNE,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Montenegro,MNE,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Montenegro,MNE,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Montenegro,MNE,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Montenegro,MNE,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Montenegro,MNE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,5920,..,..
Morocco,MAR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,376.596889264975,..,..
Morocco,MAR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Morocco,MAR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Morocco,MAR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Morocco,MAR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Morocco,MAR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Morocco,MAR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,6884539,..,..
Mozambique,MOZ,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Mozambique,MOZ,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,700.11038,727.785,809.42506,..,..
Mozambique,MOZ,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Mozambique,MOZ,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Mozambique,MOZ,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Mozambique,MOZ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Mozambique,MOZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,6177964,..,..,..
Myanmar,MMR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Myanmar,MMR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,1369.26491,1316.09851,..,..
Myanmar,MMR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Myanmar,MMR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Myanmar,MMR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Myanmar,MMR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Myanmar,MMR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,9360335,..,..,..,..
Namibia,NAM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Namibia,NAM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Namibia,NAM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Namibia,NAM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Namibia,NAM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Namibia,NAM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Namibia,NAM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,130873,..,..
Nauru,NRU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Nauru,NRU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Nauru,NRU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Nauru,NRU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Nauru,NRU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Nauru,NRU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Nauru,NRU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Nepal,NPL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Nepal,NPL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,950.85388,1169.11791,1284.73056,..,..
Nepal,NPL,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Nepal,NPL,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
